transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-25,2025-05-25,REF-581798,Language close some several east effort.,3745.69,0.0,4020,Utilities Expense
2025-06-08,2025-06-13,REF-499251,Evidence environment social next point.,0.0,4913.15,4010,Rent Expense
2025-05-17,2025-05-20,REF-732037,News strategy popular wife.,0.0,104.68,1000,Cash
2025-05-24,2025-05-29,REF-193738,Clear senior follow their set everybody employee.,7134.22,0.0,1000,Cash
2025-06-10,2025-06-10,REF-103243,Statement citizen animal necessary.,5131.9,0.0,4000,Expenses
2025-05-22,2025-05-27,REF-208291,Company dinner rich pressure party PM base.,0.0,6684.82,1020,Inventory
2025-05-25,2025-05-29,REF-61866,Mr hit cold order home.,0.0,1156.03,4030,Salaries Expense
2025-05-16,2025-05-17,REF-819575,Out road watch no.,0.0,6365.83,1000,Cash
2025-05-16,2025-05-19,REF-778769,Answer somebody clearly.,0.0,6340.12,4010,Rent Expense
2025-05-15,2025-05-17,REF-501362,American catch color make street lay record.,4124.7,0.0,2000,Accounts Payable
2025-05-21,2025-05-24,REF-906016,Commercial thus thing oil discover style style.,3879.96,0.0,1020,Inventory
2025-05-22,2025-05-24,REF-87109,That by difference TV.,0.0,3703.6,1010,Accounts Receivable
2025-06-04,2025-06-08,REF-393887,Daughter can save physical white hand.,4358.55,0.0,5000,Purchases
2025-05-19,2025-05-19,REF-132789,Rest speech agreement voice hundred young head state.,7014.56,0.0,4000,Expenses
2025-06-09,2025-06-14,REF-270030,Industry majority house whatever everything war blue.,0.0,7836.69,2000,Accounts Payable
2025-05-18,2025-05-21,REF-696320,Under some environmental student blue size.,0.0,6506.54,1010,Accounts Receivable
2025-05-31,2025-05-31,REF-680736,Evening me reflect not remain effect.,5545.19,0.0,2000,Accounts Payable
2025-05-17,2025-05-19,REF-101437,From out adult help begin girl hit.,0.0,7869.62,3000,Revenue
2025-06-09,2025-06-11,REF-581564,Heavy majority down necessary gun.,0.0,2915.28,4010,Rent Expense
2025-05-15,2025-05-15,REF-339999,Provide sell so color finally church if.,1184.2,0.0,4000,Expenses
2025-05-15,2025-05-15,REF-414818,Part turn program can glass right.,0.0,4705.58,1020,Inventory
2025-05-22,2025-05-25,REF-710515,Around reduce suggest push.,9307.48,0.0,4010,Rent Expense
2025-05-14,2025-05-15,REF-556520,Send hotel as citizen popular.,8322.76,0.0,2000,Accounts Payable
2025-05-14,2025-05-15,REF-527686,Interview second which middle away.,0.0,8648.68,1020,Inventory
2025-05-19,2025-05-22,REF-717521,Increase school appear one last.,4686.06,0.0,1020,Inventory
2025-06-06,2025-06-09,REF-809789,Value tell any.,0.0,4727.33,4030,Salaries Expense
2025-06-02,2025-06-06,REF-388397,Prepare position since benefit argue near economic.,4122.73,0.0,4010,Rent Expense
2025-05-26,2025-05-31,REF-18153,Republican reflect no agent us hospital against.,0.0,9782.36,4000,Expenses
2025-05-15,2025-05-19,REF-882400,Board brother door reflect two.,4093.26,0.0,3000,Revenue
2025-05-27,2025-06-01,REF-692840,Change window indeed paper he drive.,0.0,970.95,2000,Accounts Payable
2025-06-08,2025-06-11,REF-994615,Such not identify some follow condition hold investment.,5978.85,0.0,4020,Utilities Expense
2025-06-11,2025-06-15,REF-20498,Foreign while draw significant teach true night picture.,0.0,6898.19,1000,Cash
2025-06-01,2025-06-01,REF-182216,Economy huge not ahead yet many.,1317.59,0.0,3000,Revenue
2025-05-14,2025-05-19,REF-251071,Structure sing enter fire.,3678.56,0.0,4000,Expenses
2025-06-04,2025-06-05,REF-316404,Politics phone enjoy.,0.0,9068.98,5000,Purchases
2025-05-31,2025-05-31,REF-645671,Culture black or instead hundred bank.,3894.0,0.0,1000,Cash
2025-06-07,2025-06-07,REF-916703,Center long score do beyond maintain close approach.,0.0,9204.5,4010,Rent Expense
2025-06-05,2025-06-08,REF-600823,Middle business seven language heavy player physical.,0.0,8338.58,4020,Utilities Expense
2025-06-04,2025-06-09,REF-931065,Network whether four former organization.,1500.53,0.0,1000,Cash
2025-06-08,2025-06-08,REF-883276,Contain current activity teacher vote.,0.0,9678.5,4010,Rent Expense
2025-05-24,2025-05-24,REF-189848,Ten something here apply hear table.,6115.6,0.0,4020,Utilities Expense
2025-05-29,2025-05-29,REF-63772,Response professor success today.,3923.82,0.0,4010,Rent Expense
2025-06-10,2025-06-14,REF-269414,Fire sort figure customer.,0.0,8839.36,2000,Accounts Payable
2025-06-08,2025-06-09,REF-805270,Activity give pattern experience anything.,0.0,6964.09,1010,Accounts Receivable
2025-05-27,2025-05-31,REF-812286,Bag head eight person always myself throughout.,0.0,750.18,1000,Cash
2025-05-31,2025-06-01,REF-562608,Her common necessary far.,4899.11,0.0,1010,Accounts Receivable
2025-06-03,2025-06-06,REF-201741,Describe hotel place consumer system you enough.,8766.04,0.0,3000,Revenue
2025-05-30,2025-06-02,REF-157134,Use gun apply despite.,5532.4,0.0,1010,Accounts Receivable
2025-06-04,2025-06-09,REF-939046,Discussion guess different technology.,4467.98,0.0,4030,Salaries Expense
2025-05-27,2025-05-31,REF-321282,Suddenly probably perhaps effect yourself choice focus thing.,0.0,2714.96,5000,Purchases
2025-05-16,2025-05-21,REF-519640,Join too financial truth property their.,538.03,0.0,4020,Utilities Expense
2025-06-08,2025-06-09,REF-517025,Politics program cultural chance here nor act.,0.0,5537.58,1000,Cash
2025-06-08,2025-06-11,REF-147961,Together small about throughout raise toward soldier.,797.87,0.0,4000,Expenses
2025-05-29,2025-05-29,REF-475655,Organization a find why could over likely look.,0.0,4408.51,1020,Inventory
2025-06-08,2025-06-09,REF-379397,Animal benefit month lose value treatment process.,3002.01,0.0,4010,Rent Expense
2025-06-09,2025-06-12,REF-11034,Management sit still either.,0.0,5747.42,1010,Accounts Receivable
2025-06-06,2025-06-07,REF-591302,Herself power religious adult soon their.,0.0,7364.7,2000,Accounts Payable
2025-06-04,2025-06-05,REF-924915,Protect time support available reduce detail.,0.0,6007.63,2000,Accounts Payable
2025-06-11,2025-06-12,REF-259748,Career often building piece now.,9827.33,0.0,2000,Accounts Payable
2025-05-14,2025-05-14,REF-573936,Town with shake I.,0.0,6408.55,4000,Expenses
2025-05-25,2025-05-26,REF-191856,Enjoy court floor before apply.,0.0,8639.61,4000,Expenses
2025-05-15,2025-05-19,REF-187739,Summer staff but pretty.,9726.89,0.0,1020,Inventory
2025-06-01,2025-06-04,REF-38464,Computer task several TV fine represent art.,0.0,6615.57,4010,Rent Expense
2025-05-30,2025-05-31,REF-708324,State wonder easy wear.,9028.94,0.0,1010,Accounts Receivable
2025-06-04,2025-06-08,REF-678839,Television close consumer report state heart.,7801.03,0.0,4020,Utilities Expense
2025-06-01,2025-06-04,REF-693208,Very bank author to Republican agency career.,0.0,1906.31,4020,Utilities Expense
2025-06-08,2025-06-13,REF-359577,Card author face entire might he debate.,4871.16,0.0,4010,Rent Expense
2025-05-18,2025-05-21,REF-210025,Few forget beautiful down though everything.,6014.12,0.0,5000,Purchases
2025-05-31,2025-06-02,REF-486514,Half week your ability style employee situation.,0.0,4891.79,5000,Purchases
2025-05-24,2025-05-24,REF-939020,People view race trip our.,1869.88,0.0,4000,Expenses
2025-05-22,2025-05-26,REF-195538,Stand like often hot bank series.,0.0,9026.8,1010,Accounts Receivable
2025-05-29,2025-05-31,REF-635821,Another know catch answer group.,1279.02,0.0,1000,Cash
2025-06-12,2025-06-13,REF-865718,Entire southern investment voice enter.,3988.71,0.0,3000,Revenue
2025-06-03,2025-06-06,REF-111593,Major wrong name future item cost.,99.25,0.0,1000,Cash
2025-05-27,2025-06-01,REF-971269,Wait poor role pretty company attack.,0.0,6444.15,1000,Cash
2025-06-06,2025-06-09,REF-765891,Else enjoy to car order sea increase.,1225.15,0.0,4030,Salaries Expense
2025-06-02,2025-06-05,REF-549566,Though yet couple if idea image whom.,0.0,7173.93,4020,Utilities Expense
2025-05-20,2025-05-24,REF-80676,Mouth line society glass.,2044.51,0.0,2000,Accounts Payable
