transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-23,2025-05-24,REF-250633,Bill he kind heart feeling.,0.0,5036.58,1000,Cash
2025-05-23,2025-05-23,REF-575986,Accept whatever power task argue.,5021.71,0.0,1010,Accounts Receivable
2025-06-07,2025-06-08,REF-557283,Special citizen day positive region generation attorney.,0.0,9420.98,4020,Utilities Expense
2025-05-27,2025-05-28,REF-529934,Serious catch edge exist.,5525.22,0.0,3000,Revenue
2025-05-22,2025-05-27,REF-713253,Several end population memory event but coach.,0.0,654.22,4020,Utilities Expense
2025-06-04,2025-06-07,REF-386257,Play create deal.,0.0,1608.71,3000,Revenue
2025-06-09,2025-06-13,REF-849941,Stop rate likely century different federal.,0.0,7191.74,3000,Revenue
2025-05-19,2025-05-23,REF-461989,Fall especially left attorney.,0.0,7249.83,1010,Accounts Receivable
2025-06-03,2025-06-05,REF-498911,Their land senior charge second.,8205.22,0.0,4020,Utilities Expense
2025-06-04,2025-06-04,REF-819886,Even church professor pick.,0.0,7588.07,3000,Revenue
2025-06-09,2025-06-14,REF-898157,Because down little.,5957.68,0.0,3000,Revenue
2025-06-01,2025-06-01,REF-359191,Arm program various.,0.0,8592.2,1020,Inventory
2025-05-27,2025-05-28,REF-153613,Which home specific or seek.,4497.21,0.0,5000,Purchases
2025-06-06,2025-06-08,REF-62886,Easy cut history wide interesting never.,2445.71,0.0,1000,Cash
2025-05-24,2025-05-24,REF-838920,Significant management score green door.,1634.79,0.0,1000,Cash
2025-05-17,2025-05-19,REF-702993,Media itself night population wonder.,0.0,952.05,4030,Salaries Expense
2025-06-11,2025-06-13,REF-156306,Left task Democrat worker interview right.,0.0,5889.82,4010,Rent Expense
2025-06-06,2025-06-09,REF-581325,Middle better remember seat.,2088.12,0.0,5000,Purchases
2025-05-29,2025-06-03,REF-289193,Time PM way third.,1096.12,0.0,4010,Rent Expense
2025-05-16,2025-05-16,REF-756503,Determine one concern surface us.,0.0,7769.61,1020,Inventory
2025-06-03,2025-06-04,REF-895161,Tend role offer ahead price.,5993.16,0.0,1010,Accounts Receivable
2025-05-20,2025-05-22,REF-940873,Number window you big third politics address.,8039.34,0.0,4000,Expenses
2025-05-24,2025-05-25,REF-721662,Majority claim fear speak treatment ago yard.,8092.04,0.0,4030,Salaries Expense
2025-06-10,2025-06-11,REF-588601,Radio exist because much.,0.0,187.82,5000,Purchases
2025-06-10,2025-06-13,REF-279442,First individual page.,0.0,6613.93,2000,Accounts Payable
2025-05-24,2025-05-24,REF-970615,Attention cold huge other should authority.,6185.83,0.0,2000,Accounts Payable
2025-05-29,2025-06-02,REF-152830,Whose eye cold top enter.,0.0,8301.81,1010,Accounts Receivable
2025-06-05,2025-06-06,REF-203063,Name each north open.,5220.32,0.0,1000,Cash
2025-06-06,2025-06-07,REF-575612,Per power always.,0.0,4967.81,4030,Salaries Expense
2025-05-22,2025-05-24,REF-217759,Sit southern create beat.,0.0,3229.92,4020,Utilities Expense
2025-06-09,2025-06-10,REF-846941,Picture everything dream father.,1837.31,0.0,2000,Accounts Payable
