transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-29,2025-05-29,REF-915185,Article husband left former individual about.,0.0,8593.05,1020,Inventory
2025-05-14,2025-05-16,REF-498474,Future nothing PM mind.,758.76,0.0,4030,Salaries Expense
2025-05-14,2025-05-15,REF-674823,Become how foreign class wish pick.,2719.43,0.0,3000,Revenue
2025-06-12,2025-06-14,REF-170049,Road win suffer similar.,0.0,5699.76,5000,Purchases
2025-05-18,2025-05-23,REF-170087,Beautiful western before.,0.0,7557.64,1000,Cash
2025-05-14,2025-05-19,REF-815151,Affect current kitchen half marriage say.,0.0,5901.47,2000,Accounts Payable
2025-05-22,2025-05-27,REF-510906,Strategy use law side effort southern.,0.0,8698.65,4000,Expenses
2025-06-05,2025-06-09,REF-686054,Chance indeed base town.,9625.88,0.0,4000,Expenses
2025-06-01,2025-06-02,REF-561064,Camera when state easy.,4177.69,0.0,1000,Cash
2025-06-03,2025-06-05,REF-548495,Measure admit admit who remain.,9835.42,0.0,5000,Purchases
2025-05-22,2025-05-22,REF-988699,However type dog agency much everybody beautiful.,0.0,4630.16,4020,Utilities Expense
2025-05-21,2025-05-23,REF-260357,Just few total federal.,0.0,2314.71,3000,Revenue
2025-05-18,2025-05-23,REF-306754,Value strategy trial left eat.,0.0,226.49,4020,Utilities Expense
2025-05-22,2025-05-23,REF-769929,Could whatever war fly.,6670.19,0.0,3000,Revenue
2025-05-30,2025-06-03,REF-659204,Some course event back everybody organization.,3333.05,0.0,1000,Cash
2025-06-11,2025-06-13,REF-809592,Chair fear up easy sing.,0.0,2618.96,4010,Rent Expense
2025-06-04,2025-06-06,REF-523426,To student reach agency account end cut include.,0.0,4169.98,2000,Accounts Payable
2025-06-08,2025-06-09,REF-167075,Research same much space thousand war.,6417.22,0.0,1000,Cash
2025-05-27,2025-06-01,REF-516975,Mind that style billion may box whose.,6310.85,0.0,1020,Inventory
2025-06-06,2025-06-10,REF-299048,List program nation month she son.,0.0,8610.21,1010,Accounts Receivable
2025-06-03,2025-06-03,REF-414993,Education last reduce bag weight.,8881.98,0.0,4000,Expenses
2025-05-30,2025-05-31,REF-470184,Tree city and author join popular.,788.77,0.0,4000,Expenses
2025-05-26,2025-05-29,REF-247462,To skin recently they moment.,8295.26,0.0,4020,Utilities Expense
2025-05-24,2025-05-24,REF-430025,Science but foot sing her drop success cause.,0.0,9237.04,3000,Revenue
2025-06-09,2025-06-10,REF-466471,Hour painting condition fine among.,3313.67,0.0,3000,Revenue
2025-05-18,2025-05-18,REF-786839,Brother perhaps resource maybe place at.,0.0,1615.39,3000,Revenue
2025-05-29,2025-05-29,REF-480269,Heavy middle three leave do sort mean.,1724.15,0.0,3000,Revenue
2025-06-11,2025-06-13,REF-248800,Bar dog pretty number.,0.0,6687.09,2000,Accounts Payable
2025-05-31,2025-06-02,REF-804508,Article remain talk easy set respond.,0.0,6817.69,1000,Cash
2025-05-30,2025-05-30,REF-128965,Service thank thus story ready.,0.0,9360.6,4000,Expenses
2025-05-16,2025-05-20,REF-362330,Thousand kid too camera dog.,2253.73,0.0,1000,Cash
2025-05-17,2025-05-19,REF-608364,Enough treat task late leave collection chance.,0.0,9589.86,1020,Inventory
2025-06-06,2025-06-10,REF-834549,Determine rule direction team you.,4535.02,0.0,4010,Rent Expense
2025-05-14,2025-05-19,REF-2831,Free forward situation near.,6813.56,0.0,4000,Expenses
2025-06-12,2025-06-15,REF-544190,Out high at statement car color industry.,1501.44,0.0,1010,Accounts Receivable
2025-06-03,2025-06-05,REF-412053,Foreign two vote easy apply let them.,6798.93,0.0,4020,Utilities Expense
2025-05-18,2025-05-22,REF-306361,No stock position factor act million.,3915.42,0.0,5000,Purchases
2025-06-09,2025-06-12,REF-870164,Spring bed wife turn cover.,0.0,6264.09,3000,Revenue
2025-05-20,2025-05-22,REF-412424,Condition anyone memory American clearly ball base soon.,2704.86,0.0,4000,Expenses
2025-06-09,2025-06-13,REF-8468,Way mean well.,7603.49,0.0,1020,Inventory
2025-05-17,2025-05-22,REF-415830,Amount save plan prepare well ability.,0.0,9590.67,1000,Cash
2025-05-18,2025-05-18,REF-421625,Amount more instead country.,7419.28,0.0,1000,Cash
2025-05-28,2025-05-30,REF-461739,Court eight box test develop.,3943.73,0.0,4030,Salaries Expense
2025-05-21,2025-05-24,REF-175568,Base up source need personal join ready.,8077.82,0.0,2000,Accounts Payable
2025-05-25,2025-05-27,REF-252363,Available girl well president about purpose director.,9497.86,0.0,4010,Rent Expense
2025-06-11,2025-06-13,REF-304656,Capital start pay southern could American size smile.,2834.58,0.0,1000,Cash
2025-06-11,2025-06-14,REF-757321,Anything that throughout factor both.,0.0,5759.06,1020,Inventory
2025-06-09,2025-06-14,REF-597546,Statement campaign sell seek speech and agency.,0.0,8584.7,1020,Inventory
2025-05-24,2025-05-27,REF-207342,Per statement early chance white stand system.,3551.79,0.0,4000,Expenses
2025-06-01,2025-06-03,REF-811712,Ask bring have week as commercial.,0.0,9423.15,1000,Cash
