transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-06-05,2025-06-06,REF-872913,Piece ever between.,0.0,1245.56,4010,Rent Expense
2025-05-18,2025-05-23,REF-575107,Art program skin miss dinner join.,8578.85,0.0,5000,Purchases
2025-05-14,2025-05-14,REF-775825,Friend father group join.,0.0,8330.27,4010,Rent Expense
2025-05-23,2025-05-27,REF-247989,Director detail population walk sell security reveal.,0.0,5653.02,5000,Purchases
2025-05-21,2025-05-22,REF-362371,Star prevent mother fast body.,4310.56,0.0,4000,Expenses
2025-06-09,2025-06-12,REF-852396,Pull stuff station suffer today simply.,1537.42,0.0,5000,Purchases
2025-05-17,2025-05-18,REF-658369,Difficult simple rise citizen challenge.,0.0,8036.15,4020,Utilities Expense
2025-05-25,2025-05-28,REF-486687,Magazine better several treat must I house.,5470.49,0.0,3000,Revenue
2025-05-25,2025-05-30,REF-532264,Hand same forward sing carry affect.,0.0,6866.15,1020,Inventory
2025-05-30,2025-05-30,REF-634339,Standard necessary question sure especially test skill discuss.,0.0,6775.58,1010,Accounts Receivable
2025-05-25,2025-05-30,REF-630971,Seem floor state until knowledge serious usually.,8671.56,0.0,3000,Revenue
2025-05-22,2025-05-26,REF-24211,Property tough life expert example.,0.0,547.24,1020,Inventory
2025-05-23,2025-05-28,REF-605819,Dinner open only relate animal question unit.,0.0,777.74,5000,Purchases
2025-06-03,2025-06-04,REF-216524,Baby include find attorney sit.,0.0,6164.84,5000,Purchases
2025-06-07,2025-06-08,REF-360480,Arrive play open test like.,0.0,7667.2,5000,Purchases
2025-05-14,2025-05-15,REF-560655,Small himself tonight use party member.,0.0,3106.48,4030,Salaries Expense
2025-06-10,2025-06-11,REF-676322,Office stand kind avoid.,0.0,4973.77,5000,Purchases
2025-05-16,2025-05-21,REF-487738,Statement list present interview.,0.0,7159.49,1000,Cash
2025-05-28,2025-05-31,REF-212532,Sort far in onto.,4202.38,0.0,1000,Cash
2025-05-18,2025-05-23,REF-435523,Least lot cover big visit activity form.,9401.66,0.0,5000,Purchases
2025-06-11,2025-06-15,REF-693955,Fine serious course end watch current measure.,0.0,3038.89,4010,Rent Expense
2025-06-08,2025-06-08,REF-614375,Perhaps relationship money.,0.0,2365.63,1020,Inventory
2025-06-07,2025-06-10,REF-421355,Our hotel fund hit member.,0.0,8993.42,1020,Inventory
2025-06-05,2025-06-10,REF-474635,High modern say.,0.0,4248.28,5000,Purchases
2025-06-04,2025-06-09,REF-588718,Of list talk move program third fire.,1072.57,0.0,4010,Rent Expense
2025-05-23,2025-05-26,REF-570532,May fall property democratic industry wide student.,0.0,422.64,1010,Accounts Receivable
2025-05-18,2025-05-19,REF-292017,Her ready improve society local involve.,0.0,7858.08,4010,Rent Expense
2025-05-17,2025-05-18,REF-160250,Value attack part work task.,6977.33,0.0,4030,Salaries Expense
2025-06-02,2025-06-07,REF-306503,Picture try within doctor idea maintain.,1265.88,0.0,1020,Inventory
2025-05-25,2025-05-29,REF-189021,Market especially around could throw.,0.0,9614.11,1000,Cash
2025-05-23,2025-05-25,REF-989919,Employee television boy key news.,0.0,1095.16,5000,Purchases
2025-05-19,2025-05-20,REF-87506,Hand environment TV.,0.0,127.21,1000,Cash
2025-05-18,2025-05-18,REF-693266,Ball during thought get necessary rule over.,8279.51,0.0,4030,Salaries Expense
2025-05-27,2025-05-31,REF-58535,Industry country challenge.,7171.57,0.0,4030,Salaries Expense
2025-05-22,2025-05-25,REF-464964,Product purpose animal case even represent participant appear.,2908.65,0.0,1000,Cash
2025-05-19,2025-05-23,REF-881132,Response deal whose stuff impact spend hundred.,4458.47,0.0,1000,Cash
2025-05-30,2025-06-03,REF-958562,Pay usually keep individual for.,0.0,4025.21,4020,Utilities Expense
2025-05-24,2025-05-25,REF-502611,Home television single off bar before.,0.0,180.39,4020,Utilities Expense
2025-05-18,2025-05-23,REF-631126,Age lot throughout pattern dark.,2247.18,0.0,4030,Salaries Expense
2025-06-02,2025-06-07,REF-682798,Six development particularly understand.,9275.28,0.0,5000,Purchases
2025-05-30,2025-05-30,REF-541998,Style deep near whose at series small.,0.0,4866.51,4000,Expenses
2025-06-05,2025-06-09,REF-451268,Water political fly score.,167.81,0.0,1010,Accounts Receivable
2025-06-07,2025-06-11,REF-298899,Network tree half draw smile choice voice.,5959.92,0.0,4000,Expenses
2025-05-26,2025-05-26,REF-872795,Particular hour employee probably particular that.,1971.96,0.0,4030,Salaries Expense
2025-05-13,2025-05-13,REF-432087,Including over thousand eat break.,1128.86,0.0,4030,Salaries Expense
2025-05-13,2025-05-17,REF-516551,Happy few with expert clear help industry.,8479.21,0.0,3000,Revenue
2025-06-09,2025-06-10,REF-803511,Time can learn tonight section.,9250.07,0.0,5000,Purchases
2025-05-28,2025-05-31,REF-609919,Understand cut two stage.,1569.08,0.0,2000,Accounts Payable
2025-05-21,2025-05-25,REF-646944,So now the method large work.,0.0,9301.58,4000,Expenses
2025-05-28,2025-06-02,REF-907839,Why him rise go choose election fight.,2265.49,0.0,1010,Accounts Receivable
2025-06-04,2025-06-04,REF-499285,Scientist majority budget between.,0.0,3608.87,4030,Salaries Expense
2025-05-26,2025-05-30,REF-780116,Head role send trial.,0.0,3111.68,1010,Accounts Receivable
2025-06-01,2025-06-02,REF-611818,Forget look wrong whole knowledge perform.,0.0,5726.27,1020,Inventory
2025-06-03,2025-06-06,REF-35464,Serious some political strategy sign.,0.0,6183.38,4000,Expenses
2025-05-26,2025-05-30,REF-602015,Every visit national lot fish.,0.0,5364.15,1010,Accounts Receivable
2025-05-30,2025-06-01,REF-850023,Newspaper bar cost area group step smile particularly.,0.0,5431.03,1010,Accounts Receivable
2025-05-22,2025-05-23,REF-289159,Affect stage practice positive international skin single.,3943.76,0.0,3000,Revenue
2025-05-14,2025-05-17,REF-229804,Outside opportunity me mother reflect military understand.,3484.48,0.0,1000,Cash
2025-06-03,2025-06-07,REF-842275,Reduce final race standard anyone this win.,0.0,1967.59,1010,Accounts Receivable
2025-06-01,2025-06-04,REF-722123,Its green other analysis.,5927.43,0.0,4030,Salaries Expense
2025-06-08,2025-06-10,REF-263492,Paper believe science social bed claim provide.,0.0,3866.24,3000,Revenue
2025-05-16,2025-05-21,REF-811232,Their economy experience bring.,4066.07,0.0,4020,Utilities Expense
2025-05-21,2025-05-24,REF-106568,Final really also tough control.,0.0,9865.89,1020,Inventory
2025-05-19,2025-05-21,REF-984834,Professor itself too child tough area.,0.0,5647.53,5000,Purchases
2025-05-15,2025-05-20,REF-252474,Could individual others yes mission.,0.0,3938.59,4000,Expenses
2025-05-30,2025-06-03,REF-485796,Usually end today describe until.,0.0,3386.07,4000,Expenses
2025-06-08,2025-06-09,REF-792813,Writer build organization agreement.,3766.92,0.0,4030,Salaries Expense
2025-05-14,2025-05-19,REF-465536,Population similar out ahead PM.,6312.32,0.0,1010,Accounts Receivable
2025-06-08,2025-06-13,REF-532619,Choice board here least skill card.,0.0,2694.18,1010,Accounts Receivable
2025-05-25,2025-05-29,REF-114322,Something authority food into defense send practice.,0.0,6813.63,3000,Revenue
2025-06-03,2025-06-05,REF-608684,Audience admit prove five prevent.,0.0,2657.82,4020,Utilities Expense
2025-05-19,2025-05-23,REF-206878,Decade because admit enough family north.,8091.55,0.0,3000,Revenue
2025-06-10,2025-06-12,REF-837731,Take action change where able professional.,7940.38,0.0,1010,Accounts Receivable
2025-05-23,2025-05-23,REF-393310,Real report list position arrive.,9544.7,0.0,1020,Inventory
2025-05-19,2025-05-24,REF-110097,Bar something it feeling smile woman.,6440.43,0.0,4030,Salaries Expense
