transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-06-28,2025-07-02,REF-753224,Congress actually kind save ready push shoulder.,6618.62,0.0,5000,Purchases
2025-06-22,2025-06-22,REF-874936,Majority over role free sea certain style.,0.0,2621.34,1010,Accounts Receivable
2025-06-25,2025-06-25,REF-53203,Then think option relate although officer idea.,0.0,8762.7,4000,Expenses
2025-07-18,2025-07-20,REF-960693,Air other into almost table.,0.0,737.97,1010,Accounts Receivable
2025-07-09,2025-07-10,REF-527445,Serious send beautiful American.,3418.22,0.0,4020,Utilities Expense
2025-07-11,2025-07-14,REF-592942,Western body stock.,0.0,3413.57,2000,Accounts Payable
2025-07-12,2025-07-13,REF-301127,Agency become quite bank authority.,993.77,0.0,1020,Inventory
2025-07-03,2025-07-07,REF-799110,Fund without news.,876.85,0.0,2000,Accounts Payable
2025-06-24,2025-06-24,REF-383455,How gas both institution another course.,5983.19,0.0,3000,Revenue
2025-06-26,2025-07-01,REF-927198,Democratic game science movement Republican third.,0.0,8620.85,1010,Accounts Receivable
2025-06-29,2025-06-30,REF-835582,Marriage situation bed floor lose lawyer already.,0.0,3829.49,5000,Purchases
2025-07-11,2025-07-14,REF-494181,Entire picture Congress.,0.0,3647.15,5000,Purchases
2025-06-28,2025-06-29,REF-50657,Let final sell future.,0.0,5468.9,5000,Purchases
2025-07-19,2025-07-20,REF-714843,Policy economy better commercial.,3535.38,0.0,4000,Expenses
2025-07-08,2025-07-08,REF-649026,Bar bed east east go.,4025.37,0.0,3000,Revenue
2025-06-22,2025-06-23,REF-71857,Grow modern campaign happy color bill hair.,0.0,6025.65,4020,Utilities Expense
2025-07-11,2025-07-14,REF-129309,Maintain later different and professor by us.,0.0,5230.96,1010,Accounts Receivable
2025-06-22,2025-06-25,REF-544748,Including up government condition the adult.,9501.88,0.0,4020,Utilities Expense
2025-07-18,2025-07-21,REF-696558,Police scientist possible away.,1785.07,0.0,4000,Expenses
2025-07-03,2025-07-08,REF-797538,Magazine goal build future.,0.0,9076.54,4010,Rent Expense
2025-06-26,2025-06-27,REF-817550,Wear top generation low ball.,0.0,2733.85,4000,Expenses
2025-07-10,2025-07-12,REF-838935,Political example something should outside report write.,0.0,3344.44,4030,Salaries Expense
2025-07-16,2025-07-18,REF-903517,Case speech none choice note.,3931.74,0.0,4010,Rent Expense
2025-07-08,2025-07-11,REF-970627,Manage nearly out interest much although.,7575.41,0.0,3000,Revenue
2025-06-22,2025-06-22,REF-943586,Generation none response land statement.,7420.21,0.0,4020,Utilities Expense
2025-07-17,2025-07-20,REF-567793,Along everything face company return I notice.,0.0,6050.11,4020,Utilities Expense
2025-07-07,2025-07-11,REF-770640,Democratic agent hard.,0.0,5514.85,1000,Cash
2025-06-25,2025-06-27,REF-990916,Senior international strategy there camera.,5695.65,0.0,4030,Salaries Expense
2025-07-21,2025-07-23,REF-505047,Card choose ok information.,7800.35,0.0,4010,Rent Expense
2025-07-03,2025-07-08,REF-603895,Member yet allow throughout response when available.,7808.22,0.0,1010,Accounts Receivable
2025-07-18,2025-07-20,REF-978000,Soldier audience manage over.,577.56,0.0,3000,Revenue
2025-06-23,2025-06-28,REF-944082,Standard born authority guy I necessary of alone.,0.0,5147.72,2000,Accounts Payable
2025-07-02,2025-07-06,REF-280080,Pm final allow protect conference level.,0.0,1611.66,1000,Cash
2025-07-01,2025-07-05,REF-416965,Stock food party difference imagine just.,0.0,4207.19,5000,Purchases
2025-07-04,2025-07-04,REF-290878,Lose trip nor similar health.,0.0,9140.19,4000,Expenses
2025-07-05,2025-07-10,REF-350843,Know thousand still.,0.0,7927.25,5000,Purchases
2025-07-09,2025-07-14,REF-39201,Despite see activity court local within.,0.0,4862.07,3000,Revenue
2025-07-05,2025-07-07,REF-667750,Foot camera statement kind relate base today dream.,3225.14,0.0,3000,Revenue
2025-07-13,2025-07-15,REF-267641,Mother section say by.,6078.17,0.0,4030,Salaries Expense
2025-07-07,2025-07-10,REF-181475,Something rich example city.,5512.57,0.0,3000,Revenue
2025-06-28,2025-06-29,REF-113891,Long general campaign just if pay generation.,0.0,5020.43,4030,Salaries Expense
2025-06-28,2025-07-01,REF-118798,Thought stuff now sure cell top.,0.0,3579.51,1010,Accounts Receivable
2025-07-08,2025-07-08,REF-812116,Much area interest.,3700.7,0.0,5000,Purchases
2025-07-02,2025-07-07,REF-623312,West yourself watch.,6668.36,0.0,3000,Revenue
2025-06-25,2025-06-30,REF-498357,Source sound memory carry number.,5799.48,0.0,5000,Purchases
2025-07-06,2025-07-10,REF-805114,Cause boy president white rich.,603.08,0.0,4000,Expenses
2025-07-08,2025-07-10,REF-215720,Various two report live I art.,0.0,8772.61,4020,Utilities Expense
2025-07-01,2025-07-01,REF-164641,However third project culture language individual.,8343.98,0.0,4020,Utilities Expense
2025-07-02,2025-07-04,REF-139981,School by score.,0.0,1636.79,4020,Utilities Expense
2025-07-05,2025-07-10,REF-798909,Check group seek tax different deep.,0.0,8531.24,4030,Salaries Expense
2025-06-26,2025-06-29,REF-811805,Cup shake door center.,7389.94,0.0,4020,Utilities Expense
2025-06-24,2025-06-24,REF-658805,Source they full.,5311.3,0.0,1020,Inventory
2025-07-20,2025-07-23,REF-842272,Know public base role.,4391.45,0.0,4000,Expenses
2025-07-14,2025-07-17,REF-313260,Draw phone total.,3567.41,0.0,1020,Inventory
2025-07-13,2025-07-16,REF-959147,Really activity floor.,1352.28,0.0,3000,Revenue
2025-07-04,2025-07-09,REF-878561,Write Congress federal off soon.,0.0,4913.56,1020,Inventory
2025-07-01,2025-07-05,REF-705481,Father huge within apply truth tell.,5235.75,0.0,2000,Accounts Payable
2025-06-28,2025-06-30,REF-29727,War rock run mind themselves present.,0.0,3573.81,4030,Salaries Expense
2025-07-04,2025-07-08,REF-867705,Order south others.,0.0,9465.2,4000,Expenses
2025-07-16,2025-07-18,REF-915356,Garden where western hit nature should situation matter.,0.0,8069.62,5000,Purchases
2025-07-15,2025-07-20,REF-212158,Blood leave your class.,0.0,8674.74,4020,Utilities Expense
2025-06-23,2025-06-28,REF-381281,Magazine admit account look poor.,3360.39,0.0,4000,Expenses
2025-07-07,2025-07-07,REF-753075,Television the safe behind.,6684.07,0.0,2000,Accounts Payable
2025-06-26,2025-06-30,REF-691583,Sing whatever computer work.,0.0,3484.83,2000,Accounts Payable
2025-07-12,2025-07-14,REF-863324,Finish pick who within address someone toward if.,0.0,6900.95,4010,Rent Expense
2025-06-23,2025-06-23,REF-378154,Final reflect cultural home you whose information.,0.0,3548.43,4010,Rent Expense
2025-06-28,2025-07-03,REF-466325,Throughout view set send.,2688.9,0.0,3000,Revenue
2025-07-16,2025-07-21,REF-559980,Maintain throughout participant often.,0.0,1798.16,5000,Purchases
2025-06-24,2025-06-28,REF-527239,Plan wind meeting rock hear sound.,9606.17,0.0,4000,Expenses
2025-07-03,2025-07-05,REF-846457,Effort air enjoy last fact even style.,0.0,5177.23,4020,Utilities Expense
2025-07-06,2025-07-09,REF-392750,Answer leave data ahead throughout result issue.,2160.46,0.0,4020,Utilities Expense
2025-07-16,2025-07-18,REF-653573,Benefit look form step small.,0.0,9322.76,4030,Salaries Expense
2025-07-03,2025-07-07,REF-262672,Budget PM actually get same very occur.,4678.55,0.0,3000,Revenue
2025-06-22,2025-06-23,REF-348828,As plant cup about base admit.,0.0,1862.44,4020,Utilities Expense
2025-06-22,2025-06-27,REF-34668,Risk really soon find maintain cell artist.,0.0,9411.69,4000,Expenses
2025-07-14,2025-07-17,REF-385612,Size not television.,1547.96,0.0,1020,Inventory
2025-07-18,2025-07-20,REF-574057,Play risk include.,6034.45,0.0,4000,Expenses
