transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-06-03,2025-06-07,REF-464180,Again factor experience together brother cover politics.,0.0,8138.85,2000,Accounts Payable
2025-06-08,2025-06-13,REF-10524,News central back wonder you choose.,0.0,4597.13,4010,Rent Expense
2025-05-19,2025-05-21,REF-477955,Condition gas campaign sea half short.,2144.76,0.0,2000,Accounts Payable
2025-06-05,2025-06-09,REF-96508,Beautiful represent break parent.,0.0,4892.37,3000,Revenue
2025-05-23,2025-05-24,REF-928736,Listen seek reveal everybody water.,4939.35,0.0,4010,Rent Expense
2025-06-09,2025-06-13,REF-839447,Bank season of small various.,0.0,7388.8,4020,Utilities Expense
2025-06-06,2025-06-06,REF-937756,Rather indicate significant treatment itself decision suggest recognize.,0.0,2788.19,3000,Revenue
2025-05-25,2025-05-26,REF-171591,Girl cultural others home ago building discuss believe.,3758.73,0.0,4010,Rent Expense
2025-05-14,2025-05-18,REF-213846,Statement knowledge value arm upon lawyer hospital.,5515.31,0.0,4010,Rent Expense
2025-05-27,2025-05-31,REF-108129,Guess unit yourself worry trade move news.,5491.35,0.0,4000,Expenses
2025-06-06,2025-06-11,REF-977614,Source sit street necessary build.,0.0,5247.61,4020,Utilities Expense
2025-05-30,2025-06-02,REF-424870,Mrs speak head risk degree arrive pay.,8607.69,0.0,1010,Accounts Receivable
2025-06-04,2025-06-07,REF-41383,Gun report various record officer.,8939.62,0.0,5000,Purchases
2025-05-26,2025-05-27,REF-961362,Between more good body.,4923.7,0.0,1000,Cash
2025-06-02,2025-06-02,REF-230753,Energy until like his.,0.0,5174.16,4020,Utilities Expense
2025-06-06,2025-06-08,REF-640018,More happy have suggest miss.,9327.58,0.0,4020,Utilities Expense
2025-06-08,2025-06-10,REF-490749,Natural maintain fact choice artist.,918.91,0.0,4010,Rent Expense
2025-05-20,2025-05-20,REF-724208,Reach last summer item against bill end.,4890.18,0.0,3000,Revenue
2025-05-28,2025-05-28,REF-777380,Ever suggest involve nature road unit since old.,16.96,0.0,4020,Utilities Expense
2025-05-14,2025-05-18,REF-703092,As prepare morning keep enter senior senior.,0.0,3214.91,2000,Accounts Payable
2025-05-31,2025-06-03,REF-99588,Career family present need long make important reflect.,0.0,2058.17,4000,Expenses
2025-06-11,2025-06-11,REF-798396,Official film interest.,6650.89,0.0,2000,Accounts Payable
2025-06-01,2025-06-04,REF-885361,Eye know threat school.,0.0,2575.72,1010,Accounts Receivable
2025-05-18,2025-05-20,REF-610145,Field weight movie special among policy eye.,0.0,8756.27,5000,Purchases
2025-06-07,2025-06-10,REF-278169,Only everything stand stock perhaps call.,972.73,0.0,4020,Utilities Expense
2025-05-26,2025-05-28,REF-419378,Fall hit fine experience.,9696.64,0.0,1000,Cash
2025-06-05,2025-06-09,REF-414442,Half radio trial prepare pressure draw black.,0.0,2829.54,4010,Rent Expense
2025-06-02,2025-06-05,REF-897099,Leader discuss available until tough.,338.88,0.0,1000,Cash
2025-06-01,2025-06-06,REF-528675,Hair everybody drug attack.,0.0,201.2,4020,Utilities Expense
2025-06-10,2025-06-11,REF-648894,Black leader attack four without heart.,1731.06,0.0,4000,Expenses
2025-06-01,2025-06-04,REF-207426,If challenge have campaign.,0.0,9187.1,4000,Expenses
2025-05-14,2025-05-14,REF-224031,See structure involve together then then.,6225.09,0.0,4030,Salaries Expense
2025-05-24,2025-05-24,REF-672692,Single your page about.,0.0,6256.49,4000,Expenses
