transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-06-12,2025-06-14,REF-481345,Remain far shoulder event feel whether rather.,3443.68,0.0,1020,Inventory
2025-05-28,2025-06-01,REF-250045,East oil point always than.,0.0,7286.05,1000,Cash
2025-06-01,2025-06-01,REF-953471,Although commercial answer newspaper.,9086.12,0.0,2000,Accounts Payable
2025-05-27,2025-05-30,REF-14309,Each later remember born within value.,0.0,78.34,3000,Revenue
2025-05-17,2025-05-17,REF-362101,Able section left rock such.,0.0,1061.46,4010,Rent Expense
2025-05-23,2025-05-25,REF-520664,Start behind hotel political any run among.,0.0,982.02,4000,Expenses
2025-06-05,2025-06-08,REF-870782,Claim black city break.,6727.49,0.0,4000,Expenses
2025-05-20,2025-05-23,REF-589407,Sit decade sit outside.,0.0,4955.01,5000,Purchases
2025-06-03,2025-06-07,REF-556598,Left expert glass consumer.,0.0,8182.14,1020,Inventory
2025-05-19,2025-05-21,REF-204281,Body foot ask office think main.,0.0,1787.98,4020,Utilities Expense
2025-06-06,2025-06-08,REF-266530,Put reduce woman act however important.,0.0,254.45,4030,Salaries Expense
2025-06-10,2025-06-12,REF-450863,Age measure build myself time writer.,0.0,5188.88,3000,Revenue
2025-06-04,2025-06-04,REF-48280,Across fly item town speak.,0.0,9817.86,4000,Expenses
2025-06-07,2025-06-08,REF-908133,Explain idea material fine necessary western.,4444.05,0.0,4000,Expenses
2025-05-30,2025-06-01,REF-197368,Color trouble experience by imagine.,5638.08,0.0,1020,Inventory
2025-05-28,2025-05-29,REF-728988,Catch others exactly quality student scene apply.,483.18,0.0,4000,Expenses
2025-06-04,2025-06-08,REF-89942,Hit rest send building product eye art.,0.0,8366.13,4030,Salaries Expense
2025-05-17,2025-05-17,REF-694056,Nearly image foreign main positive.,0.0,2257.27,1000,Cash
2025-05-20,2025-05-22,REF-326265,Second word quality score.,0.0,3974.85,2000,Accounts Payable
2025-06-02,2025-06-02,REF-490452,Stay final listen green discuss group affect.,2742.28,0.0,4010,Rent Expense
2025-05-20,2025-05-25,REF-310260,Those walk simply unit.,0.0,8173.1,4020,Utilities Expense
2025-05-30,2025-05-30,REF-440412,Rock study entire see amount security couple.,0.0,1188.41,5000,Purchases
2025-06-01,2025-06-01,REF-404765,Under modern somebody friend.,0.0,2980.22,4010,Rent Expense
2025-05-19,2025-05-22,REF-104766,Station pressure discover one woman.,0.0,9497.5,1020,Inventory
2025-05-28,2025-05-29,REF-970227,See for specific.,0.0,3174.58,1010,Accounts Receivable
2025-06-06,2025-06-09,REF-118585,Himself two bring cost our.,0.0,254.47,3000,Revenue
2025-06-08,2025-06-08,REF-336980,Audience cup recognize list.,5181.49,0.0,1010,Accounts Receivable
2025-05-18,2025-05-18,REF-977801,Increase will else activity someone later north thing.,0.0,7785.46,4030,Salaries Expense
2025-05-27,2025-05-29,REF-316904,Not smile next range rather off next.,3531.55,0.0,4010,Rent Expense
2025-05-17,2025-05-21,REF-783772,Never environmental still general.,0.0,3660.99,2000,Accounts Payable
2025-05-20,2025-05-25,REF-583667,Their shoulder sport answer.,9672.74,0.0,1020,Inventory
2025-06-11,2025-06-15,REF-176745,Particular blood through.,0.0,7801.91,1000,Cash
2025-05-18,2025-05-18,REF-465244,Check threat second Democrat western those education.,0.0,4480.88,1010,Accounts Receivable
2025-05-16,2025-05-21,REF-425486,Property better too want mouth allow mouth.,4694.51,0.0,4010,Rent Expense
2025-05-19,2025-05-20,REF-505338,Suddenly approach in tough expert great.,0.0,4902.3,3000,Revenue
2025-05-23,2025-05-27,REF-998271,Morning central edge.,3525.54,0.0,2000,Accounts Payable
2025-05-17,2025-05-17,REF-642510,Attack decision leader church.,8438.83,0.0,5000,Purchases
2025-05-23,2025-05-24,REF-927486,Produce reflect order machine hour speech.,3934.46,0.0,1010,Accounts Receivable
2025-05-23,2025-05-24,REF-333176,Lay detail past response.,0.0,759.46,4020,Utilities Expense
2025-05-18,2025-05-19,REF-495729,Knowledge have set.,506.69,0.0,1010,Accounts Receivable
2025-06-10,2025-06-15,REF-459010,Follow somebody tree.,0.0,6799.5,4030,Salaries Expense
2025-05-17,2025-05-20,REF-447180,Either nature front product.,0.0,7317.73,1020,Inventory
2025-06-08,2025-06-12,REF-254303,Ready painting have less however represent city.,0.0,6006.93,4010,Rent Expense
2025-05-29,2025-06-03,REF-601710,Rise life resource film successful evidence cover time.,0.0,3330.96,4020,Utilities Expense
2025-06-05,2025-06-08,REF-683586,Foot subject us mother.,8051.72,0.0,3000,Revenue
2025-06-09,2025-06-14,REF-956842,Anything move court floor chance.,6725.36,0.0,4030,Salaries Expense
2025-06-03,2025-06-05,REF-626994,Federal wrong lawyer cause camera somebody white.,0.0,3221.89,4020,Utilities Expense
2025-06-04,2025-06-05,REF-469821,Group into sit next show.,8005.39,0.0,4010,Rent Expense
2025-05-30,2025-06-03,REF-650707,Up life value none want.,7225.37,0.0,4010,Rent Expense
2025-06-05,2025-06-08,REF-591887,Magazine nearly toward song protect let.,0.0,8502.67,1000,Cash
2025-05-25,2025-05-26,REF-826216,Task work south especially.,6800.79,0.0,5000,Purchases
2025-05-16,2025-05-17,REF-920104,Response Mr subject today town.,3273.4,0.0,4000,Expenses
2025-06-09,2025-06-12,REF-624574,Race article word daughter moment.,0.0,7533.67,4010,Rent Expense
2025-06-06,2025-06-06,REF-977845,Through chance firm write.,0.0,5484.99,1020,Inventory
2025-05-28,2025-06-02,REF-703809,Gun season own mind officer culture there.,8762.3,0.0,4020,Utilities Expense
2025-06-05,2025-06-06,REF-400154,Drive rate head economy shake table they central.,1956.06,0.0,1010,Accounts Receivable
2025-05-20,2025-05-24,REF-473713,Story worry remember garden yourself fill.,0.0,42.98,4010,Rent Expense
2025-06-06,2025-06-07,REF-436275,Side maintain mean stock interesting security wife.,0.0,5188.94,4000,Expenses
2025-05-30,2025-06-04,REF-146906,Who bill for fill risk determine stay.,179.24,0.0,1010,Accounts Receivable
