transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-26,2025-05-27,REF-942771,Human point manager data play environmental.,0.0,5963.78,2000,Accounts Payable
2025-06-10,2025-06-14,REF-997516,Anything stage daughter research present.,3563.76,0.0,4000,Expenses
2025-06-08,2025-06-13,REF-65147,Today analysis region glass north market.,0.0,3626.57,2000,Accounts Payable
2025-05-23,2025-05-24,REF-836650,First wonder officer subject avoid.,2146.93,0.0,4010,Rent Expense
2025-05-15,2025-05-18,REF-451658,International realize only represent make.,5388.82,0.0,1000,Cash
2025-05-18,2025-05-21,REF-194803,Performance later interest student mouth letter color.,0.0,7372.19,3000,Revenue
2025-06-05,2025-06-05,REF-180981,How vote determine send college.,0.0,6972.69,3000,Revenue
2025-05-17,2025-05-20,REF-239862,Young me huge which second.,0.0,4469.31,1020,Inventory
2025-05-30,2025-06-04,REF-785953,Yourself international your likely.,0.0,1196.88,1020,Inventory
2025-05-27,2025-05-27,REF-258660,Idea important house.,9614.38,0.0,4030,Salaries Expense
2025-05-29,2025-06-01,REF-539132,Interesting glass direction nothing actually.,0.0,3803.47,5000,Purchases
2025-05-28,2025-05-29,REF-271547,Often beyond long power return.,7697.81,0.0,1020,Inventory
2025-06-11,2025-06-15,REF-409185,So quite yard data agreement according.,4078.39,0.0,2000,Accounts Payable
2025-06-04,2025-06-09,REF-341184,Media star high already cup always.,0.0,3725.67,2000,Accounts Payable
2025-06-01,2025-06-04,REF-993602,Attack edge suggest although choice network strategy.,3616.15,0.0,4000,Expenses
2025-05-16,2025-05-20,REF-113988,Far once politics involve look class put.,7664.67,0.0,1000,Cash
2025-06-01,2025-06-02,REF-657937,Likely only east factor rather month.,0.0,5409.99,3000,Revenue
2025-05-16,2025-05-18,REF-232013,Pay leader stand.,0.0,7783.42,1000,Cash
2025-05-26,2025-05-30,REF-212785,Home operation senior friend other.,0.0,776.17,4030,Salaries Expense
2025-06-05,2025-06-09,REF-309900,Want former weight audience nor western sister.,0.0,2436.28,1020,Inventory
2025-06-08,2025-06-12,REF-307925,Knowledge today understand.,0.0,2515.69,4020,Utilities Expense
2025-05-19,2025-05-24,REF-347082,Current such agency race.,9329.13,0.0,2000,Accounts Payable
2025-05-15,2025-05-17,REF-882981,Everyone reflect probably hear property.,0.0,8302.7,1000,Cash
2025-05-23,2025-05-27,REF-433484,Bank professional hold drive drive.,0.0,6537.5,1000,Cash
2025-06-05,2025-06-09,REF-91606,Hundred lay practice place rich.,0.0,5648.09,4030,Salaries Expense
2025-05-15,2025-05-15,REF-160209,Matter theory again rest company employee.,7037.79,0.0,5000,Purchases
2025-06-10,2025-06-12,REF-233936,Board how case marriage.,0.0,8048.55,1000,Cash
2025-05-14,2025-05-16,REF-344884,Response nothing hour economy court.,3527.09,0.0,5000,Purchases
2025-05-22,2025-05-22,REF-629780,Center pull social computer away he although.,0.0,6919.08,4030,Salaries Expense
2025-05-30,2025-06-02,REF-750305,Whose walk building deal force write interview.,0.0,3745.53,1000,Cash
2025-06-01,2025-06-04,REF-721199,Land know by.,4964.54,0.0,4000,Expenses
2025-05-20,2025-05-20,REF-852074,National doctor general difference.,670.65,0.0,4000,Expenses
2025-05-24,2025-05-26,REF-48822,Exist time enter admit watch.,9054.94,0.0,4020,Utilities Expense
2025-05-29,2025-06-01,REF-600683,Billion full son why level.,0.0,6982.9,4010,Rent Expense
2025-06-09,2025-06-09,REF-320690,Threat one easy would wrong.,1204.7,0.0,1000,Cash
2025-05-18,2025-05-20,REF-829041,Around poor way wife receive interest fact compare.,0.0,4026.95,1010,Accounts Receivable
2025-06-06,2025-06-06,REF-126714,College recently value soldier boy among coach whom.,0.0,8018.28,4010,Rent Expense
2025-05-25,2025-05-27,REF-812986,Work might free use health behind.,412.01,0.0,4010,Rent Expense
2025-05-17,2025-05-20,REF-145447,Which mind not effect shoulder drug lot.,0.0,3451.01,1000,Cash
2025-06-05,2025-06-06,REF-233185,Weight measure leave crime spring situation again.,1979.71,0.0,3000,Revenue
2025-06-03,2025-06-05,REF-865201,Field above fear just family.,9938.9,0.0,5000,Purchases
2025-05-24,2025-05-26,REF-430241,Thus main but require condition.,0.0,4230.76,4030,Salaries Expense
2025-05-28,2025-05-29,REF-221892,Protect eat allow then raise company.,0.0,9337.08,1010,Accounts Receivable
2025-05-15,2025-05-17,REF-653224,Star help true bring new truth bad.,2410.59,0.0,1000,Cash
2025-05-22,2025-05-24,REF-93301,Analysis center me system writer skill sit.,1480.71,0.0,4010,Rent Expense
2025-06-04,2025-06-09,REF-338332,Art standard eat assume after.,2108.17,0.0,1010,Accounts Receivable
2025-05-15,2025-05-16,REF-16089,On concern network home effect someone.,0.0,8972.74,1020,Inventory
2025-05-29,2025-05-31,REF-319743,Want admit rock street instead company American.,0.0,6287.59,2000,Accounts Payable
2025-05-28,2025-06-01,REF-968241,Surface new us.,8374.61,0.0,1020,Inventory
2025-05-14,2025-05-17,REF-192620,Party from history town cup left really.,1118.08,0.0,1020,Inventory
2025-06-07,2025-06-12,REF-793070,Education score thousand beautiful them else break.,0.0,4680.96,3000,Revenue
