transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-07-01,2025-07-03,REF-911941,Answer center property choice see.,0.0,6036.31,4000,Expenses
2025-07-08,2025-07-08,REF-106653,Nor member hard pretty.,4477.54,0.0,3000,Revenue
2025-07-10,2025-07-10,REF-674831,Local letter some people bar likely hospital.,0.0,6435.77,4000,Expenses
2025-07-02,2025-07-05,REF-40607,Machine hair capital already wife middle different part.,2374.75,0.0,3000,Revenue
2025-06-28,2025-07-02,REF-775502,Guy continue hope clear want speak.,4658.47,0.0,1010,Accounts Receivable
2025-06-24,2025-06-28,REF-606778,Matter someone list fine remember long.,0.0,6615.36,1000,Cash
2025-06-24,2025-06-29,REF-338850,Stay particular most majority.,0.0,7680.65,2000,Accounts Payable
2025-07-13,2025-07-14,REF-580101,Voice despite director rise.,9199.44,0.0,1020,Inventory
2025-07-11,2025-07-13,REF-33552,Popular season likely performance.,0.0,1471.86,4000,Expenses
2025-07-05,2025-07-10,REF-607191,Shake on lot outside.,881.29,0.0,2000,Accounts Payable
2025-07-21,2025-07-21,REF-478170,Ask current pretty face education community.,2944.8,0.0,1020,Inventory
2025-06-29,2025-07-03,REF-132924,Research mention show sister what central.,7233.67,0.0,1000,Cash
2025-07-06,2025-07-11,REF-193282,How car wish medical picture.,2959.57,0.0,5000,Purchases
2025-07-08,2025-07-11,REF-761408,Particular benefit simple sit.,0.0,8664.71,2000,Accounts Payable
2025-07-04,2025-07-05,REF-28788,Play carry its good.,0.0,1521.59,1000,Cash
2025-07-22,2025-07-27,REF-171396,Set until a ahead.,580.61,0.0,4000,Expenses
2025-07-01,2025-07-06,REF-938900,Tax know fall protect state would man.,3622.3,0.0,4030,Salaries Expense
2025-07-11,2025-07-11,REF-647671,Walk response budget against.,0.0,8482.94,4020,Utilities Expense
2025-07-22,2025-07-22,REF-797155,Notice talk expect account know production something.,0.0,4762.13,3000,Revenue
2025-06-27,2025-06-27,REF-603029,Cut open without everything fight within.,0.0,1642.03,4010,Rent Expense
2025-07-15,2025-07-20,REF-971760,Old step include kid.,0.0,31.2,4020,Utilities Expense
2025-06-25,2025-06-25,REF-57330,Thing business window room hold all chance.,0.0,6305.67,4000,Expenses
2025-07-04,2025-07-04,REF-285809,Increase will few quickly.,6964.05,0.0,4030,Salaries Expense
2025-07-17,2025-07-19,REF-946320,Money must popular.,4652.33,0.0,3000,Revenue
2025-07-14,2025-07-17,REF-795309,Everybody citizen someone thousand teach enter.,0.0,4742.81,2000,Accounts Payable
2025-07-17,2025-07-17,REF-624355,Movement product expert fire painting difference.,3220.98,0.0,4000,Expenses
2025-07-11,2025-07-13,REF-807437,Risk example material see soon figure do.,0.0,2658.56,1000,Cash
2025-06-29,2025-06-29,REF-489043,Price get agree start someone they line.,6610.78,0.0,4000,Expenses
2025-07-07,2025-07-12,REF-559103,Result family kid girl arrive time.,0.0,7006.5,1000,Cash
2025-07-11,2025-07-13,REF-174329,Far military turn soon lead strategy present upon.,4808.17,0.0,5000,Purchases
2025-07-10,2025-07-10,REF-608094,Music receive road push actually money energy.,3789.59,0.0,5000,Purchases
2025-07-04,2025-07-08,REF-658348,Job cover thought.,0.0,2188.45,3000,Revenue
2025-07-22,2025-07-26,REF-877118,Member street hope they western.,0.0,3523.21,4030,Salaries Expense
2025-06-24,2025-06-25,REF-309523,Everyone future perform spend successful yeah.,0.0,4638.63,4030,Salaries Expense
2025-07-15,2025-07-16,REF-270302,Feeling lawyer like box.,4368.23,0.0,2000,Accounts Payable
2025-07-17,2025-07-21,REF-719840,Couple social seat key nation.,1763.5,0.0,1020,Inventory
2025-07-05,2025-07-08,REF-470312,Thus only spring quite.,0.0,3086.1,4020,Utilities Expense
2025-07-06,2025-07-11,REF-727413,Change your house life third short record.,0.0,4733.66,2000,Accounts Payable
2025-06-28,2025-06-30,REF-961416,Contain option our can.,0.0,831.4,2000,Accounts Payable
2025-07-16,2025-07-16,REF-529408,Speech issue this second black.,2582.89,0.0,4000,Expenses
2025-07-19,2025-07-23,REF-238975,Add of film.,4272.19,0.0,5000,Purchases
2025-07-17,2025-07-17,REF-730140,Later address event fear table off.,5770.58,0.0,4010,Rent Expense
2025-07-02,2025-07-06,REF-834092,Bank until way institution road red.,0.0,6995.76,4010,Rent Expense
2025-07-21,2025-07-23,REF-906347,Ahead common matter modern economic care.,0.0,2752.98,4010,Rent Expense
2025-07-23,2025-07-27,REF-695757,Generation green evening.,0.0,3340.54,2000,Accounts Payable
2025-07-11,2025-07-15,REF-1669,Fact return five.,6590.09,0.0,4010,Rent Expense
2025-07-23,2025-07-23,REF-979659,Thing man maintain color even piece product.,2275.25,0.0,5000,Purchases
2025-06-28,2025-07-03,REF-68247,Consumer our increase computer.,0.0,3378.25,1010,Accounts Receivable
2025-07-06,2025-07-06,REF-190036,Tonight discussion response white.,0.0,1546.17,3000,Revenue
2025-07-07,2025-07-08,REF-172027,Nation suddenly action next.,7452.82,0.0,2000,Accounts Payable
2025-06-29,2025-06-29,REF-228707,See it might himself level environment.,3143.6,0.0,4000,Expenses
2025-07-01,2025-07-05,REF-986404,Green them billion.,0.0,682.39,1010,Accounts Receivable
2025-07-01,2025-07-04,REF-874271,Under reality eat own.,2316.79,0.0,3000,Revenue
2025-07-05,2025-07-06,REF-8695,Easy accept knowledge style however think.,1051.77,0.0,2000,Accounts Payable
2025-07-19,2025-07-24,REF-24910,Mention particular board she.,9091.93,0.0,3000,Revenue
2025-07-03,2025-07-05,REF-403809,Time way case method television energy glass.,6360.82,0.0,3000,Revenue
2025-07-04,2025-07-09,REF-755288,Base age trial forward wall score.,8271.64,0.0,3000,Revenue
2025-07-01,2025-07-06,REF-279763,Who growth outside drive appear.,0.0,5443.29,1020,Inventory
2025-07-12,2025-07-17,REF-14673,Tend what as music bit close know for.,5580.42,0.0,2000,Accounts Payable
2025-06-30,2025-07-05,REF-315910,Mind job single star behind huge.,0.0,9602.05,2000,Accounts Payable
2025-07-18,2025-07-20,REF-622998,Generation fear expert consider serious assume.,3745.15,0.0,1000,Cash
2025-06-28,2025-07-02,REF-57257,Order beautiful off probably court.,4728.84,0.0,2000,Accounts Payable
2025-07-04,2025-07-05,REF-731672,Open four often north guess.,341.57,0.0,4010,Rent Expense
2025-07-04,2025-07-08,REF-19193,Attention six form can draw analysis money play.,0.0,1297.83,3000,Revenue
2025-07-18,2025-07-21,REF-735463,So week suffer read fast place three.,3170.82,0.0,3000,Revenue
2025-07-05,2025-07-09,REF-190842,Since another heavy nature.,0.0,812.22,2000,Accounts Payable
2025-07-20,2025-07-20,REF-666889,Set trial military particular.,0.0,7489.7,1020,Inventory
2025-06-24,2025-06-27,REF-667596,High back while third race former theory structure.,0.0,9384.98,1010,Accounts Receivable
2025-07-08,2025-07-12,REF-427601,Beat among form.,8596.35,0.0,1000,Cash
2025-07-11,2025-07-14,REF-562934,Station central friend always gun likely operation American.,5185.88,0.0,4020,Utilities Expense
