transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-07-19,2025-07-24,REF-268698,Long meeting Democrat budget doctor media factor impact.,4964.42,0.0,4000,Expenses
2025-07-07,2025-07-08,REF-335892,Suffer lot letter sound suddenly interview.,0.0,4823.74,4000,Expenses
2025-07-08,2025-07-10,REF-901961,Star for smile last population.,7652.12,0.0,3000,Revenue
2025-07-12,2025-07-13,REF-945264,Bill individual to cup report pay.,1571.29,0.0,4030,Salaries Expense
2025-07-01,2025-07-01,REF-278546,Project high economic.,0.0,9581.8,5000,Purchases
2025-07-18,2025-07-23,REF-364793,Huge state statement hair company traditional.,0.0,9995.26,2000,Accounts Payable
2025-06-23,2025-06-26,REF-630384,Hour science second realize fly any.,6352.69,0.0,1010,Accounts Receivable
2025-07-10,2025-07-10,REF-95899,Also edge population impact dark however color.,9622.41,0.0,1020,Inventory
2025-06-25,2025-06-28,REF-472271,Test international recognize cause.,0.0,4914.57,5000,Purchases
2025-07-11,2025-07-15,REF-211340,Then argue dark cup question professional.,0.0,7852.77,4020,Utilities Expense
2025-07-03,2025-07-06,REF-921875,Exist phone line scientist yourself executive girl.,0.0,1182.25,5000,Purchases
2025-07-04,2025-07-05,REF-214728,Become member science single she adult.,0.0,6223.85,4020,Utilities Expense
2025-07-03,2025-07-08,REF-757721,Speech tell how that.,0.0,9058.88,1000,Cash
2025-07-20,2025-07-20,REF-262130,Statement know cultural mission.,6806.16,0.0,1000,Cash
2025-06-29,2025-06-29,REF-149635,Should improve common magazine past table believe.,0.0,1641.17,4000,Expenses
2025-06-29,2025-06-30,REF-275607,Nature court agency read where.,0.0,1359.54,2000,Accounts Payable
2025-06-23,2025-06-24,REF-312154,Doctor watch beautiful choose leave.,1704.55,0.0,2000,Accounts Payable
2025-07-12,2025-07-16,REF-187783,Really mind form article political establish reason.,515.72,0.0,3000,Revenue
2025-06-28,2025-06-28,REF-805750,Author all important certainly minute state.,8982.38,0.0,1000,Cash
2025-06-26,2025-06-28,REF-618449,Hotel reflect build consider picture student argue operation.,210.71,0.0,4020,Utilities Expense
2025-06-27,2025-06-29,REF-246437,Stage body parent mind business.,0.0,1593.79,2000,Accounts Payable
2025-07-05,2025-07-07,REF-118352,Peace red student color product almost join.,0.0,6344.56,4000,Expenses
2025-07-12,2025-07-16,REF-814409,Create structure position free crime.,3402.19,0.0,5000,Purchases
2025-07-04,2025-07-06,REF-258812,Situation can between marriage already.,8275.62,0.0,1010,Accounts Receivable
2025-07-17,2025-07-18,REF-16521,Up protect Mrs argue some last study.,0.0,1964.49,4000,Expenses
2025-06-28,2025-06-29,REF-711113,Behavior because live stuff try paper within.,5358.45,0.0,4030,Salaries Expense
2025-07-08,2025-07-13,REF-839789,Worry serious right people state.,6125.65,0.0,4000,Expenses
2025-07-20,2025-07-21,REF-799447,Partner another occur quickly range realize institution.,0.0,9845.56,4020,Utilities Expense
2025-06-24,2025-06-24,REF-156819,Suddenly rate by can opportunity music song.,2845.42,0.0,1000,Cash
2025-07-21,2025-07-21,REF-667610,Conference suffer low same stay apply music heavy.,0.0,1773.85,4030,Salaries Expense
2025-07-19,2025-07-23,REF-700222,Lay Mr law traditional television.,0.0,1390.51,3000,Revenue
2025-07-01,2025-07-01,REF-587150,Soon television tough traditional charge military tough.,0.0,3960.11,3000,Revenue
2025-07-11,2025-07-11,REF-205309,Partner young machine parent late enjoy situation.,0.0,3675.76,5000,Purchases
2025-07-16,2025-07-18,REF-106947,Music hope notice operation relationship bring election.,0.0,4411.68,4000,Expenses
2025-06-23,2025-06-24,REF-900681,Moment stay bank short glass child.,9983.32,0.0,2000,Accounts Payable
2025-07-16,2025-07-19,REF-674952,Face four plant form.,0.0,9262.53,1000,Cash
2025-07-02,2025-07-04,REF-335764,Research level computer ball answer age water.,9493.14,0.0,1020,Inventory
2025-06-23,2025-06-28,REF-490422,Lead whether design nearly tell over.,7508.84,0.0,1020,Inventory
2025-07-14,2025-07-15,REF-582488,Upon industry establish study month third.,0.0,1257.53,4010,Rent Expense
2025-07-16,2025-07-17,REF-792784,Window administration early current other experience prepare present.,0.0,4242.81,4020,Utilities Expense
2025-07-02,2025-07-07,REF-504798,Until sometimes natural official less treat.,0.0,100.61,4010,Rent Expense
2025-07-21,2025-07-24,REF-720291,Store current music seven cover store.,8123.79,0.0,2000,Accounts Payable
2025-07-13,2025-07-17,REF-206595,Everybody edge able common point idea.,0.0,957.2,1010,Accounts Receivable
2025-07-08,2025-07-11,REF-228342,Issue name executive reason response change.,5985.03,0.0,4010,Rent Expense
2025-06-30,2025-07-04,REF-961089,Green before see specific actually bank.,117.59,0.0,2000,Accounts Payable
2025-07-10,2025-07-11,REF-605634,Try budget where side.,8643.08,0.0,1020,Inventory
2025-07-21,2025-07-24,REF-63164,Project next shoulder public take citizen.,0.0,6804.1,1020,Inventory
2025-06-22,2025-06-22,REF-858864,Today could employee Mr when.,3166.16,0.0,4010,Rent Expense
2025-07-09,2025-07-11,REF-273865,Safe listen turn of.,6788.01,0.0,3000,Revenue
2025-07-14,2025-07-14,REF-575670,Wide world television attorney after face weight.,9904.47,0.0,5000,Purchases
2025-06-23,2025-06-25,REF-35034,Southern everything election somebody.,8746.61,0.0,4030,Salaries Expense
2025-07-08,2025-07-12,REF-601936,Perform sea serious point right mission.,6428.99,0.0,4020,Utilities Expense
2025-06-22,2025-06-26,REF-36641,Test set scene before.,963.44,0.0,4010,Rent Expense
2025-07-17,2025-07-21,REF-387755,Wall outside anyone life environmental matter.,0.0,3136.14,2000,Accounts Payable
2025-07-10,2025-07-13,REF-979188,Show huge grow leader.,0.0,2737.95,1000,Cash
2025-06-25,2025-06-30,REF-568443,Mrs true law eye his four.,0.0,7621.97,4010,Rent Expense
2025-07-14,2025-07-19,REF-291012,Soldier TV tend.,1405.6,0.0,4010,Rent Expense
2025-06-23,2025-06-26,REF-120142,Responsibility born science very.,0.0,4516.23,4000,Expenses
2025-07-17,2025-07-21,REF-629875,Skin increase stock do call glass small.,0.0,7330.8,4030,Salaries Expense
2025-07-17,2025-07-18,REF-456533,Question eat former necessary price result option.,8479.28,0.0,4010,Rent Expense
2025-07-21,2025-07-21,REF-344309,Only magazine beyond make.,3923.96,0.0,4030,Salaries Expense
2025-07-10,2025-07-11,REF-70596,Senior history prepare collection impact husband.,0.0,3907.5,4020,Utilities Expense
2025-07-17,2025-07-18,REF-680879,Travel herself onto system necessary production agreement.,6064.16,0.0,4010,Rent Expense
