transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-07-25,2025-07-28,REF-961422,Clear a civil eight technology lot upon.,0.0,7460.04,3000,Revenue
2025-07-22,2025-07-26,REF-519428,Receive doctor shake her everything ball.,0.0,6045.98,4000,Expenses
2025-07-28,2025-08-02,REF-540386,Whatever paper shoulder region skin price window.,0.0,4012.45,5000,Purchases
2025-07-27,2025-08-01,REF-156942,Who beat modern smile finally according.,9105.82,0.0,4030,Salaries Expense
2025-07-10,2025-07-13,REF-924806,Court development have ball.,0.0,8992.81,1010,Accounts Receivable
2025-07-05,2025-07-09,REF-162563,Paper standard television past within short.,8942.19,0.0,3000,Revenue
2025-07-11,2025-07-13,REF-945488,Whose foot successful campaign company final or.,0.0,865.97,5000,Purchases
2025-07-25,2025-07-28,REF-93504,Table standard able computer administration bad food.,0.0,7690.83,1000,Cash
2025-07-29,2025-07-29,REF-85508,Technology record travel think choose along.,758.7,0.0,4000,Expenses
2025-07-11,2025-07-14,REF-67181,Me chance society book.,6635.3,0.0,4000,Expenses
2025-07-14,2025-07-17,REF-285604,Knowledge car foreign today fight drive.,8536.84,0.0,2000,Accounts Payable
2025-07-07,2025-07-08,REF-400341,Enough member still determine store agree.,0.0,8516.54,2000,Accounts Payable
2025-07-20,2025-07-23,REF-615658,Star pick edge card.,0.0,701.55,4000,Expenses
2025-08-04,2025-08-05,REF-72430,Top follow local material position.,0.0,8553.75,4010,Rent Expense
2025-07-25,2025-07-27,REF-769143,Boy direction pay sound bank.,4011.01,0.0,4000,Expenses
2025-07-22,2025-07-25,REF-661174,Special story between Republican drop report wish way.,2591.63,0.0,4010,Rent Expense
2025-08-03,2025-08-03,REF-948410,Create red wonder before beautiful but any.,6515.81,0.0,3000,Revenue
2025-07-22,2025-07-26,REF-929230,Price probably TV.,1080.57,0.0,4000,Expenses
2025-07-11,2025-07-13,REF-60986,Girl nearly cultural education history.,0.0,9277.83,1020,Inventory
2025-07-15,2025-07-15,REF-731064,Computer member agree wonder onto.,8527.98,0.0,3000,Revenue
2025-07-24,2025-07-26,REF-111607,Edge strong and natural a minute.,4328.84,0.0,5000,Purchases
2025-07-14,2025-07-17,REF-158634,Dream despite far under detail.,0.0,7049.44,4020,Utilities Expense
2025-07-30,2025-08-02,REF-10380,Describe bill girl measure.,9167.22,0.0,2000,Accounts Payable
2025-07-22,2025-07-22,REF-68476,Bill recent range region hotel pick recent.,0.0,8639.44,1020,Inventory
2025-07-27,2025-08-01,REF-830930,Early television against key up talk no.,4723.87,0.0,4020,Utilities Expense
2025-07-07,2025-07-10,REF-466873,Such range maintain sport growth staff.,0.0,9467.4,1020,Inventory
2025-07-05,2025-07-09,REF-481307,Relationship between true easy various let us.,3313.66,0.0,3000,Revenue
