transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-05-14,2025-05-14,REF-295106,War charge movie short.,0.0,1541.54,4010,Rent Expense
2025-06-11,2025-06-12,REF-207568,Ball ask modern risk here management.,8073.85,0.0,4020,Utilities Expense
2025-06-10,2025-06-13,REF-468458,Treat would during benefit.,0.0,3195.88,4010,Rent Expense
2025-06-10,2025-06-12,REF-629391,Lot pass avoid result these summer.,0.0,3372.56,4000,Expenses
2025-06-11,2025-06-11,REF-120423,Among business mission road deep edge important ability.,7818.37,0.0,2000,Accounts Payable
2025-06-01,2025-06-04,REF-753338,Site individual people.,9743.88,0.0,4000,Expenses
2025-05-16,2025-05-17,REF-605398,Me type argue free.,2667.9,0.0,4030,Salaries Expense
2025-06-02,2025-06-02,REF-331862,Across environment character land student.,9847.28,0.0,5000,Purchases
2025-06-12,2025-06-12,REF-194264,Significant fall discussion mean collection usually.,0.0,9265.27,3000,Revenue
2025-06-02,2025-06-05,REF-529193,Try table attack face over PM use.,0.0,1953.89,2000,Accounts Payable
2025-05-18,2025-05-21,REF-929898,Some name society down.,0.0,8413.74,1000,Cash
2025-05-17,2025-05-18,REF-583299,Book natural maintain style inside.,0.0,7366.77,2000,Accounts Payable
2025-05-29,2025-05-30,REF-961662,Account thank any to push table.,3842.29,0.0,4020,Utilities Expense
2025-05-17,2025-05-20,REF-99870,Certainly miss answer stage reduce again community.,0.0,7430.6,4010,Rent Expense
2025-05-25,2025-05-30,REF-883898,Risk example south star spend consider ask.,3923.06,0.0,3000,Revenue
2025-05-31,2025-05-31,REF-737716,Member area very important financial performance.,903.44,0.0,1020,Inventory
2025-05-21,2025-05-21,REF-995205,Or agreement work check raise.,8548.53,0.0,4000,Expenses
2025-06-07,2025-06-07,REF-159069,Tree price station general.,0.0,3778.04,1020,Inventory
2025-06-06,2025-06-08,REF-420018,Over point describe between.,0.0,4932.19,2000,Accounts Payable
2025-06-03,2025-06-05,REF-450213,Reach manager use if the student bit.,9084.03,0.0,1020,Inventory
2025-06-06,2025-06-08,REF-206183,Team major treat.,2649.83,0.0,2000,Accounts Payable
2025-05-18,2025-05-20,REF-565805,Think option position nation building attack occur concern.,8709.17,0.0,4020,Utilities Expense
2025-05-20,2025-05-25,REF-515923,Key party vote room.,1953.93,0.0,1010,Accounts Receivable
2025-06-04,2025-06-07,REF-714571,Value just front its ok create kitchen.,8055.6,0.0,4010,Rent Expense
2025-05-23,2025-05-26,REF-430680,A woman mention eight.,0.0,507.69,5000,Purchases
2025-05-18,2025-05-18,REF-251208,Try activity yes wide but enjoy.,0.0,4130.15,2000,Accounts Payable
2025-06-04,2025-06-08,REF-183603,All about positive.,6065.44,0.0,1000,Cash
2025-05-21,2025-05-22,REF-108459,Them arm without page simply friend agreement.,5010.12,0.0,1000,Cash
2025-05-24,2025-05-25,REF-417000,Pretty hold kid.,9650.91,0.0,1010,Accounts Receivable
2025-06-09,2025-06-14,REF-870922,Senior financial trouble.,0.0,6097.19,4000,Expenses
2025-06-10,2025-06-13,REF-716062,Let white record matter argue fact born gas.,0.0,7527.73,3000,Revenue
2025-05-16,2025-05-19,REF-487909,Message clearly move customer lead firm human speak.,7454.99,0.0,4020,Utilities Expense
2025-06-07,2025-06-08,REF-632308,Represent few exactly oil because.,9581.78,0.0,4010,Rent Expense
2025-06-09,2025-06-11,REF-561565,Seven chance among keep build.,0.0,854.33,1020,Inventory
2025-06-10,2025-06-10,REF-934576,Continue find get break natural themselves.,0.0,8146.22,3000,Revenue
2025-05-29,2025-06-02,REF-991373,Industry cell million rest.,7147.61,0.0,1010,Accounts Receivable
2025-05-23,2025-05-28,REF-481254,Mouth course west eight short region.,9166.29,0.0,4010,Rent Expense
2025-05-18,2025-05-18,REF-894229,Own might world information on.,3430.87,0.0,4010,Rent Expense
2025-05-26,2025-05-26,REF-116493,Draw mention high common.,2554.21,0.0,4000,Expenses
2025-05-18,2025-05-19,REF-253255,Paper help decide probably listen place.,0.0,6790.23,4030,Salaries Expense
2025-05-26,2025-05-31,REF-22879,Range major just executive standard situation low.,0.0,9297.43,1000,Cash
2025-06-04,2025-06-09,REF-402930,Imagine current money century serious popular.,0.0,9350.66,4000,Expenses
2025-05-18,2025-05-19,REF-984853,Main task soon guy prove the.,3030.77,0.0,4030,Salaries Expense
2025-06-07,2025-06-10,REF-218110,Agency kid design worker whom bring realize.,8714.07,0.0,4030,Salaries Expense
2025-06-04,2025-06-07,REF-314518,Hit camera personal through remain great.,812.12,0.0,1000,Cash
2025-05-25,2025-05-25,REF-303548,Job station fall threat best structure.,7777.61,0.0,4030,Salaries Expense
2025-06-06,2025-06-08,REF-111247,Read answer happen physical.,0.0,1198.25,5000,Purchases
2025-06-01,2025-06-02,REF-708577,West wind company leave leave specific.,0.0,6444.82,1000,Cash
2025-06-09,2025-06-11,REF-241904,First particular that program capital capital middle.,1199.62,0.0,4000,Expenses
2025-05-30,2025-05-31,REF-468502,Hit manage rich money herself.,1875.89,0.0,4000,Expenses
2025-05-16,2025-05-19,REF-868967,Ahead director past call value law.,988.91,0.0,1000,Cash
2025-05-25,2025-05-29,REF-630884,Challenge item student including.,391.51,0.0,5000,Purchases
2025-05-15,2025-05-17,REF-972498,Case responsibility hear perform.,0.0,8171.24,4030,Salaries Expense
2025-06-12,2025-06-13,REF-703660,Throughout leg threat try address feeling care.,647.57,0.0,3000,Revenue
2025-05-27,2025-05-30,REF-79262,New treatment whatever anything work their several.,0.0,2738.52,4020,Utilities Expense
2025-06-12,2025-06-16,REF-384109,Require sign skill analysis expert Mr.,6615.98,0.0,1020,Inventory
2025-05-26,2025-05-26,REF-795733,Name buy right wish close pass.,6776.99,0.0,4010,Rent Expense
2025-05-30,2025-06-01,REF-36474,Certainly fill well trip skin south body.,6531.7,0.0,4000,Expenses
2025-06-09,2025-06-14,REF-740992,Economic involve behavior tonight always.,0.0,2444.43,2000,Accounts Payable
2025-05-29,2025-06-03,REF-739515,City tell age nor spend.,0.0,4506.96,4030,Salaries Expense
2025-05-14,2025-05-15,REF-20562,That toward any talk crime.,8937.85,0.0,1010,Accounts Receivable
2025-05-20,2025-05-22,REF-364695,Article share case large strategy.,0.0,6511.72,1000,Cash
2025-05-18,2025-05-21,REF-969363,Again seem necessary name employee action.,7410.81,0.0,4000,Expenses
2025-06-11,2025-06-14,REF-619213,Treatment Mr car response clear whole.,0.0,6562.25,4030,Salaries Expense
2025-05-18,2025-05-22,REF-267647,Southern blood move also top talk.,6376.94,0.0,4020,Utilities Expense
2025-06-08,2025-06-12,REF-692468,Single material go hair argue.,0.0,1263.59,4030,Salaries Expense
2025-06-10,2025-06-12,REF-302037,Base discover back look local until part.,3797.61,0.0,3000,Revenue
2025-05-17,2025-05-20,REF-104652,Us above yard.,0.0,6414.79,2000,Accounts Payable
2025-05-19,2025-05-22,REF-897656,She huge ground rule adult listen evening.,3308.38,0.0,5000,Purchases
2025-06-11,2025-06-13,REF-369054,Town industry fish increase fund.,0.0,9939.43,4000,Expenses
2025-05-30,2025-05-30,REF-967668,View difference watch student environment.,0.0,2334.21,5000,Purchases
2025-05-21,2025-05-21,REF-298774,By black wall material adult lawyer.,0.0,9435.62,4010,Rent Expense
2025-05-28,2025-05-28,REF-467930,How what whole admit movement present risk act.,2768.79,0.0,3000,Revenue
2025-05-21,2025-05-22,REF-355041,Record religious ahead federal police fear even.,0.0,4098.42,4010,Rent Expense
2025-06-07,2025-06-09,REF-451210,Site wife hard.,0.0,4300.84,4000,Expenses
2025-05-23,2025-05-23,REF-742181,Explain best organization discussion everything world reduce.,0.0,9727.72,1020,Inventory
2025-05-29,2025-06-03,REF-175404,Somebody radio hit worry.,8375.8,0.0,4030,Salaries Expense
2025-05-22,2025-05-25,REF-398887,Available then record deal remain meet president.,9816.51,0.0,5000,Purchases
2025-05-13,2025-05-16,REF-870112,Book these land exactly between that course.,2548.44,0.0,4020,Utilities Expense
