transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-07-06,2025-07-09,REF-659681,Provide visit summer arm detail employee.,0.0,8183.83,1020,Inventory
2025-07-07,2025-07-10,REF-143067,Know understand nothing three call enough.,6429.73,0.0,3000,Revenue
2025-07-30,2025-08-01,REF-758122,Such each range air material.,0.0,7322.95,4030,Salaries Expense
2025-07-30,2025-08-03,REF-961008,Nation form war town particularly after.,0.0,609.82,4000,Expenses
2025-07-17,2025-07-20,REF-997195,Of generation town your turn.,3866.51,0.0,1010,Accounts Receivable
2025-07-06,2025-07-11,REF-762676,Image prove its herself.,3966.93,0.0,1010,Accounts Receivable
2025-08-01,2025-08-06,REF-754903,After lay realize attorney soon.,100.16,0.0,1020,Inventory
2025-07-17,2025-07-19,REF-317649,Someone sit act something meeting drug child.,8913.01,0.0,4030,Salaries Expense
2025-07-08,2025-07-12,REF-973022,Happen push tell follow include should test.,0.0,7653.34,2000,Accounts Payable
2025-07-30,2025-07-30,REF-869655,Assume training door ground we laugh parent.,0.0,6099.23,5000,Purchases
2025-07-20,2025-07-25,REF-477649,Success everything assume produce team owner.,8490.62,0.0,2000,Accounts Payable
2025-07-31,2025-08-05,REF-658586,Sign again later former cause.,0.0,4265.63,1000,Cash
2025-07-18,2025-07-19,REF-581042,Let successful worry.,0.0,7412.96,1020,Inventory
2025-07-28,2025-07-31,REF-89190,Past stop around from believe recent article.,0.0,4439.69,4020,Utilities Expense
2025-07-19,2025-07-20,REF-385130,Keep computer adult.,3949.16,0.0,4010,Rent Expense
2025-07-20,2025-07-22,REF-904741,Have old detail.,0.0,8246.93,3000,Revenue
2025-07-16,2025-07-20,REF-530183,Represent seem focus century actually.,0.0,2893.57,4000,Expenses
2025-07-22,2025-07-24,REF-849701,Reveal worker major training ten.,7816.09,0.0,4030,Salaries Expense
2025-08-02,2025-08-05,REF-412421,Area on red.,0.0,4991.42,4010,Rent Expense
2025-07-08,2025-07-08,REF-641201,Wrong figure receive.,0.0,165.05,4000,Expenses
2025-07-12,2025-07-17,REF-659997,Kitchen crime hotel their.,0.0,5865.74,3000,Revenue
2025-08-02,2025-08-06,REF-394958,Present teach suffer by about outside floor gas.,3111.49,0.0,4030,Salaries Expense
2025-07-19,2025-07-24,REF-501627,Movie never ground keep in run professional.,0.0,776.65,2000,Accounts Payable
2025-07-27,2025-08-01,REF-710392,Hard player various still.,9521.23,0.0,1020,Inventory
2025-07-18,2025-07-21,REF-152537,Reason game stay everything.,0.0,1091.22,3000,Revenue
2025-07-10,2025-07-15,REF-578253,Enter old it tree adult.,3759.18,0.0,1000,Cash
2025-08-04,2025-08-04,REF-4766,Unit serve game officer.,0.0,3366.6,1010,Accounts Receivable
2025-07-09,2025-07-11,REF-145628,White hospital concern run.,129.23,0.0,3000,Revenue
2025-07-28,2025-07-31,REF-592197,Meet modern they reveal.,0.0,1645.38,2000,Accounts Payable
2025-07-30,2025-07-30,REF-348796,Bring kitchen nation foreign support.,8272.4,0.0,2000,Accounts Payable
2025-07-28,2025-07-28,REF-940441,Month road recent region help mean.,5105.82,0.0,1010,Accounts Receivable
2025-08-01,2025-08-02,REF-128063,Pull image often scientist enter.,4733.27,0.0,1010,Accounts Receivable
2025-07-28,2025-07-28,REF-28829,Culture because society score hold never.,8497.52,0.0,3000,Revenue
2025-07-30,2025-07-30,REF-377494,Watch bit mouth.,0.0,4943.71,4010,Rent Expense
2025-07-24,2025-07-27,REF-450673,Direction control herself mouth.,9739.19,0.0,5000,Purchases
2025-07-23,2025-07-25,REF-816880,Four beautiful add.,1080.59,0.0,4030,Salaries Expense
2025-07-18,2025-07-19,REF-729093,Finish myself else still establish pressure animal.,0.0,9301.69,4020,Utilities Expense
2025-08-03,2025-08-06,REF-955339,Bed avoid degree attack player success.,0.0,3487.96,2000,Accounts Payable
2025-07-05,2025-07-10,REF-310829,Realize involve without pull wonder.,0.0,7978.37,3000,Revenue
2025-07-07,2025-07-12,REF-548324,Establish none often any challenge arrive.,6134.92,0.0,3000,Revenue
2025-07-16,2025-07-18,REF-302160,Campaign so knowledge step gun training.,2771.77,0.0,3000,Revenue
2025-07-18,2025-07-19,REF-249209,Rest own body car.,6911.37,0.0,1010,Accounts Receivable
2025-08-03,2025-08-07,REF-443481,Enough be former work Republican without.,0.0,683.73,2000,Accounts Payable
2025-07-31,2025-08-02,REF-516971,Second school current.,0.0,8142.17,3000,Revenue
2025-08-02,2025-08-04,REF-73221,Record a matter radio manager five.,6155.92,0.0,5000,Purchases
