transaction_date,posting_date,reference,description,debit,credit,account_code,account_name
2025-06-22,2025-06-26,REF-769240,Stock rule truth save sell technology.,713.33,0.0,3000,Revenue
2025-06-25,2025-06-26,REF-354476,Candidate ahead understand sometimes report enjoy.,0.0,6490.53,4030,Salaries Expense
2025-07-07,2025-07-11,REF-515388,Base born draw never action.,0.0,1563.08,1010,Accounts Receivable
2025-07-14,2025-07-14,REF-243551,Meet even water sound coach oil material.,0.0,6234.74,4020,Utilities Expense
2025-07-05,2025-07-10,REF-839114,Attorney any where prepare too.,4161.97,0.0,4010,Rent Expense
2025-06-25,2025-06-25,REF-576579,Particularly admit visit white.,994.32,0.0,5000,Purchases
2025-07-21,2025-07-26,REF-832751,Let off effect continue because sense.,5447.06,0.0,1000,Cash
2025-07-08,2025-07-10,REF-365598,Tree difference per human.,1138.29,0.0,1020,Inventory
2025-06-22,2025-06-24,REF-91852,Ability word tell letter physical tough.,7514.44,0.0,4030,Salaries Expense
2025-07-04,2025-07-05,REF-950881,Sport citizen need option threat gun.,3948.62,0.0,1020,Inventory
2025-06-30,2025-07-04,REF-50603,Image late husband best financial likely.,0.0,7210.82,2000,Accounts Payable
2025-07-04,2025-07-09,REF-187372,Need whom figure be method meeting three.,0.0,1209.53,2000,Accounts Payable
2025-06-23,2025-06-23,REF-564642,Film stay blood process.,9024.79,0.0,1000,Cash
2025-07-09,2025-07-10,REF-598647,Rule watch capital pressure.,7346.12,0.0,4010,Rent Expense
2025-07-03,2025-07-05,REF-528681,Tell might including chance series lead.,1191.3,0.0,4010,Rent Expense
2025-06-26,2025-06-29,REF-490127,This all tough wrong.,5943.43,0.0,4010,Rent Expense
2025-07-17,2025-07-22,REF-841586,Yet unit dream challenge debate reduce also.,6764.58,0.0,3000,Revenue
2025-07-02,2025-07-03,REF-468356,Rather yourself find both baby break brother against.,0.0,3012.15,1020,Inventory
2025-06-29,2025-06-29,REF-996016,Rise rule around same.,0.0,4400.38,1000,Cash
2025-06-29,2025-07-03,REF-213728,Feel skill available church future.,8031.41,0.0,1020,Inventory
2025-07-17,2025-07-19,REF-773578,Color step discuss hundred.,0.0,7483.52,1020,Inventory
2025-06-24,2025-06-25,REF-413502,Chair tax price challenge natural amount.,7165.44,0.0,2000,Accounts Payable
2025-06-29,2025-07-04,REF-604955,Arrive eat impact reveal population which address.,9753.59,0.0,4030,Salaries Expense
2025-07-18,2025-07-18,REF-942200,Image development often near point.,9000.0,0.0,4030,Salaries Expense
2025-06-30,2025-07-04,REF-868906,President interview loss best learn easy new.,0.0,6979.81,1020,Inventory
2025-07-14,2025-07-19,REF-768631,Young paper can soldier ten will drop.,0.0,9504.52,4010,Rent Expense
2025-07-08,2025-07-08,REF-307063,Bag decide well item step pretty.,4936.55,0.0,3000,Revenue
2025-07-01,2025-07-04,REF-98515,Me third economy future population ten.,0.0,2687.83,4020,Utilities Expense
2025-07-07,2025-07-10,REF-858994,Itself person lay measure impact research.,2438.8,0.0,4020,Utilities Expense
2025-07-21,2025-07-26,REF-870293,About ball city international where money forget.,0.0,3217.6,1020,Inventory
2025-07-19,2025-07-19,REF-493815,There fish night only doctor.,0.0,7252.82,1020,Inventory
2025-07-19,2025-07-22,REF-202636,Listen realize population purpose manage produce.,0.0,5595.64,1010,Accounts Receivable
2025-06-28,2025-06-29,REF-350565,Certain seven enjoy game property.,3651.84,0.0,4010,Rent Expense
2025-07-16,2025-07-18,REF-439015,Onto Republican sister less consumer second.,4291.44,0.0,3000,Revenue
2025-06-24,2025-06-28,REF-909900,Tend person policy cultural capital who.,7819.93,0.0,4000,Expenses
2025-07-13,2025-07-15,REF-268090,Politics evening control teacher or tax center.,9575.34,0.0,1010,Accounts Receivable
2025-07-18,2025-07-22,REF-786371,Today yard training activity Congress.,3394.98,0.0,4010,Rent Expense
2025-07-18,2025-07-18,REF-733704,Nature second sometimes paper may avoid whose candidate.,0.0,7270.18,4020,Utilities Expense
2025-07-17,2025-07-21,REF-476190,They surface really offer.,909.82,0.0,4000,Expenses
2025-07-06,2025-07-11,REF-244559,Population effect woman matter writer.,0.0,4838.16,1010,Accounts Receivable
2025-06-26,2025-06-30,REF-413621,Image indeed use party personal.,0.0,1687.15,2000,Accounts Payable
2025-06-22,2025-06-27,REF-20106,Painting around always house loss another.,0.0,7665.69,3000,Revenue
2025-07-07,2025-07-09,REF-87585,Goal travel black social wear.,4080.15,0.0,5000,Purchases
2025-06-30,2025-07-02,REF-618131,Deal seek group deep.,0.0,6682.3,4000,Expenses
2025-07-11,2025-07-11,REF-476388,This perform whatever final.,0.0,4576.48,5000,Purchases
2025-07-20,2025-07-24,REF-441963,Page tax meet.,6514.42,0.0,3000,Revenue
2025-06-23,2025-06-25,REF-931084,Drive talk reduce hair major cause.,0.0,2197.27,2000,Accounts Payable
2025-06-26,2025-06-26,REF-511645,Maintain character economy brother stay growth.,8277.45,0.0,4030,Salaries Expense
2025-06-24,2025-06-26,REF-238062,Report nature news general student newspaper.,0.0,4562.45,4020,Utilities Expense
2025-07-10,2025-07-13,REF-966235,Hour kid kid adult option expert.,5627.1,0.0,4000,Expenses
2025-07-12,2025-07-16,REF-467592,Far former inside rock such.,0.0,4505.55,1020,Inventory
2025-07-01,2025-07-05,REF-587654,Chair trip performance key myself.,0.0,5561.67,4020,Utilities Expense
2025-07-02,2025-07-07,REF-980927,Write stuff full authority section really.,0.0,6820.19,3000,Revenue
2025-06-30,2025-07-04,REF-677997,Inside someone agency letter.,0.0,3303.49,1010,Accounts Receivable
2025-07-07,2025-07-11,REF-904079,Ask word per myself.,7127.74,0.0,1020,Inventory
2025-07-17,2025-07-20,REF-271250,Resource you thus test care better wish.,5503.24,0.0,1010,Accounts Receivable
2025-07-10,2025-07-12,REF-396465,Face operation shoulder.,9708.05,0.0,1010,Accounts Receivable
2025-07-14,2025-07-16,REF-225980,Management research popular face difference include recent also.,8277.0,0.0,5000,Purchases
2025-06-30,2025-07-04,REF-944360,Share attorney agency authority.,5439.07,0.0,4020,Utilities Expense
2025-07-10,2025-07-14,REF-996014,Arm tell garden at nature keep.,6766.93,0.0,3000,Revenue
2025-07-17,2025-07-17,REF-72486,Subject hand teacher off improve election.,276.35,0.0,4030,Salaries Expense
2025-07-14,2025-07-17,REF-546387,Contain similar perform respond movement act.,1014.42,0.0,1010,Accounts Receivable
2025-06-27,2025-07-02,REF-501763,Bar good media including certain ready.,9916.7,0.0,4030,Salaries Expense
2025-07-03,2025-07-04,REF-553859,Mr fly thought hot the without.,8778.19,0.0,4000,Expenses
2025-06-23,2025-06-27,REF-143404,Rest official and great agency.,0.0,7636.51,4000,Expenses
2025-06-28,2025-07-01,REF-523302,Hold tonight first difficult investment scientist risk.,0.0,9329.74,2000,Accounts Payable
2025-07-21,2025-07-25,REF-455665,Similar store though deep particularly affect itself.,1169.16,0.0,5000,Purchases
2025-07-15,2025-07-19,REF-807219,Space left light upon audience area himself people.,1452.88,0.0,4010,Rent Expense
2025-07-20,2025-07-22,REF-660284,Kind current loss single development else statement.,0.0,545.22,3000,Revenue
2025-06-25,2025-06-27,REF-501947,Set quite shake since.,1488.99,0.0,4000,Expenses
2025-06-23,2025-06-25,REF-429057,Role particular camera able walk series experience himself.,3330.07,0.0,1000,Cash
2025-06-27,2025-06-28,REF-623562,Leg floor stand save again south.,0.0,8890.04,4020,Utilities Expense
2025-06-25,2025-06-29,REF-151971,Road teach summer feel low radio.,8364.13,0.0,2000,Accounts Payable
2025-06-27,2025-07-02,REF-58739,Democrat draw gun wish test clear.,2771.2,0.0,4010,Rent Expense
